ReservationID,UserID,FacilityID,StartTime,EndTime,Purpose,Status,LastModifiedBy,CancellationReason
R1983,U069,F028,09/18/2025 17:00,09/18/2025 19:00,Basketball Practice,Completed,U111,
R1984,U156,F013,01/27/2025 12:00,01/27/2025 13:00,Career Fair,Cancelled,U268,Scheduling Conflict
R1985,U203,F014,07/04/2025 07:00,07/04/2025 09:00,Team Meeting,Completed,U073,
R1986,U242,F001,11/02/2025 17:30,11/02/2025 18:30,Student Organization Meeting,Completed,U157,
R1987,U054,F022,01/12/2025 16:30,01/12/2025 20:30,Tournament,Confirmed,U293,
R1988,U270,F034,04/06/2025 15:00,04/06/2025 16:00,Basketball Practice,Confirmed,U008,
R1989,U285,F017,03/27/2025 10:30,03/27/2025 11:30,Dance Rehearsal,Confirmed,U020,
R1990,U115,F029,12/19/2025 08:30,12/19/2025 11:30,Tournament,Confirmed,U178,
R1991,U134,F006,04/05/2025 07:30,04/05/2025 10:30,Tournament,Completed,U082,
R1992,U033,F009,01/05/2025 15:30,01/05/2025 18:30,Volleyball Practice,Confirmed,U278,
R1993,U014,F035,12/13/2025 07:30,12/13/2025 10:30,Dance Rehearsal,Completed,U188,
R1994,U186,F034,11/27/2025 16:30,11/27/2025 17:30,Study Group,Confirmed,U285,
R1995,U033,F024,02/19/2025 08:30,02/19/2025 12:30,Career Fair,Cancelled,U252,Scheduling Conflict
R1996,U058,F016,04/14/2025 18:30,04/14/2025 19:30,Yoga Session,Completed,U261,
R1997,U086,F029,06/05/2025 16:30,06/05/2025 18:30,Training Session,Cancelled,U053,Scheduling Conflict
R1998,U138,F011,01/28/2025 18:00,01/28/2025 22:00,Workshop,Confirmed,U093,
R1999,U017,F023,07/28/2025 13:30,07/28/2025 15:30,Workshop,Completed,U119,
R2000,U032,F002,03/31/2025 19:00,03/31/2025 21:00,Career Fair,Confirmed,U035,
